Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
14766,1.0,0.7853999733924866,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['工号', '小姐姐', '服务']"
14767,1.0,0.7390000224113464,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '干净', '客房', '管家', '号', '陈', '东映', '态度', '特别', '热情', '孩子', '出行', '还给', '孩子', '赠送', '红茶', '公仔', '孩子', '喜欢', '下次', '选择']"
14768,1.0,0.2678999900817871,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['位置', '服务', '卫生', '不错', '设施', '满分', '是因为', '建设', '时间', '确实', '长', '家具', '家具', '实', '木家具', '干净', '卫生', '出行', '关注', '服务', '清理', '特别', '楼', '楼层', '管家', '小芳', '礼貌', '友善', '工作到位']"
14769,1.0,0.2565999925136566,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['位置', '服务', '卫生', '不错', '设施', '满分', '是因为', '建设', '时间', '确实', '长', '家具', '家具', '干净', '卫生', '出行', '关注', '服务', '清理', '特别', '楼', '楼层', '管家', '小芳', '礼貌', '友善', '工作到位']"
14770,1.0,0.3467000126838684,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['市中心', '逛街', '特别', '晚上', '吃完饭', '旁边', '滨江', '公园', '散步', '办理', '入住', '特别', '两位', '美女', '态度', '入住', '安心', '舒适']"
14771,1.0,0.7486000061035156,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '特别', '热情', '帮忙', '调', '望江', '房', '房间', '干净', '卫生', '晚安', '奶', '水果', '赠送', '特别', '值得', '推荐']"
14772,5.0,0.7849000096321106,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '房间', '很大']"
14773,1.0,0.7694000005722046,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['工号', '卢玲', '服务']"
14774,1.0,0.8568999767303467,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '舒适', '服务员', '细心', '特别']"
14775,2.0,0.5187000036239624,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['太', '习惯', '卫生间', '推拉门']"
14776,5.0,0.7141000032424927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['交通', '停车']"
14777,5.0,0.7139000296592712,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '好好']"
14778,1.0,0.5408999919891357,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['入住', '几次', '总台', '服务态度', '二位', '服务员', '快速', '帮忙', '办理', '入住', '咨询', '耐心', '解说', '服务质量', '越来越', '房间', '设施', '齐全', '客房', '服务员', '热情', '房间', '送', '份', '水果', '贴心', '下次', '入住', '选择']"
14779,6.0,0.713699996471405,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['服务态度', '舒适']"
14780,1.0,0.6621000170707703,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '热情', '客房', '服务员', '热情', '帮忙', '解决问题']"
14781,3.0,0.8192999958992004,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['房间', '隔音', '双层', '玻璃']"
14782,0.0,0.6998000144958496,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务态度', '特别', '耐心', '解释', '帮', '免费', '升级', '房间']"
14783,5.0,0.4569000005722046,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['方位', '免费', '升级', '房间', '工号', '服务', '不错']"
14784,1.0,0.51419997215271,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['房间', '舒适', '停车场', '特别', '服务员', '服务态度']"
14785,5.0,0.5005000233650208,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '干净', '清静', '江景', '管理', '很漂亮', '早餐', '不错', '小孩', '入住', '免费', '停车']"
14786,1.0,0.5845999717712402,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '健谈']"
14787,1.0,0.7853000164031982,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '安排', '房间']"
14788,1.0,0.7141000032424927,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '干净']"
14789,2.0,0.5652999877929688,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['交通', '便利', '停车场', '够', '适合', '孩子']"
14790,5.0,0.5198000073432922,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['交通', '便利', '停车场', '够']"
14791,4.0,0.4399999976158142,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['服务', '做', '不错', '第一次', '过生日', '经理', '管家', '特意', '生日蛋糕', '唱', '生日歌', '惊喜', '满满的', '感动']"
14792,0.0,0.7563999891281128,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['楼', '管小芳', '服务']"
14793,1.0,0.36550000309944153,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['外面', '停车场', '很大', '豪华', '标准', '四星', '住', '人房', '相当于', '房间', '面积', '很大', '适合', '家庭', '出游', '服务', '员工', '潘', '东映', '晚上', '送', '水果', '还给', '小朋友', '送礼物', '主动', '衣服', '帮忙', '烘干', '烘干', '帮', '送', '回来', '服务', '太', '周到']"
14794,0.0,0.8277000188827515,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['号', '服务员', '很大', '停车场']"
14795,2.0,0.3188999891281128,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['宝晶宫', '二十分钟', '路程', '停车场', '服务', '主动', '上门', '询问', '有无', '帮忙', '可惜', '客服', '名字', '忘记']"
14796,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14797,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14798,6.0,0.5845999717712402,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['早餐', '太', '差']"
14799,5.0,0.8773000240325928,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '不错', '停车', '免费', '环境', '不错']"
14800,5.0,0.8773999810218811,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['老牌', '整体', '不错', '设备', '设施', '陈旧']"
14801,4.0,0.5540000200271606,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['房间', '真的', '太小', '只能', '摆', '一张', '床', '订', '江景', '房', '没给', '安排', '江景', '房', '付', '高价', '房', '江', '低价房', '变相', '吞钱', '早餐', '中矩', '中矩']"
14802,1.0,0.570900022983551,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['态度']
14803,6.0,0.5708000063896179,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验",['服务态度']
14804,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14805,1.0,0.5705999732017517,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14806,3.0,0.32339999079704285,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['十年', '前去', '十年', '一家人', '玩', '住', '不错', '早茶', '晚饭', '经济', '实惠', '味道']"
14807,2.0,0.35089999437332153,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['喜欢', '一家', '每次', '必住', '这家', '江边', '晚上', '江边', '吹', '吹风', '孩子', '放', '放', '无人机', '享受', '房间', '很大', '服务员', '热情', '餐厅', '饭', '好吃', '不用', '外面', '吃', '餐厅', '吃饭']"
14808,1.0,0.32190001010894775,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['标', '双', '办理', '入住', '手续', '帮', '免费', '升', '商务', '房', '赞']"
14809,5.0,0.7853999733924866,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['周边', '环境优美', '服务']"
14810,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '位于', '市中心']"
14811,1.0,0.8284000158309937,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务员', '服务', '特别', '表扬']"
14812,0.0,0.7142000198364258,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['免费', '升级']"
14813,2.0,0.748199999332428,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早餐', '品种', '味道', '不错', '浴室', '灯光', '太暗', '门', '关不上']"
14814,1.0,0.6148999929428101,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['很静', '环境', '优雅']"
14815,1.0,0.7139000296592712,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '服务']"
14816,0.0,0.8281999826431274,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '免费', '升级', '房间']"
14817,5.0,0.3824999928474426,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '住']"
14818,5.0,0.785099983215332,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['很大', '停车场', '不错']"
14819,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14820,5.0,0.8274999856948853,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['工作人员', '服务态度', '酒店设施', '齐全']"
14821,1.0,0.7190999984741211,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['早餐', '份量', '足', '性价比', '高', '服务员', '补充', '房间', '服务到位', '呼叫', '服务', '很快', '上门', '店', '服务', '人员', '亲切', '热情', '好客', '入住', '赠送', '水果']"
14822,0.0,0.7598999738693237,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['不错', '下次', '工号', '服务态度', '事情', '能力', '强']"
14823,3.0,0.39899998903274536,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['三点', '房间', '打扫', '完等', '四十多分钟', '环境', '打扰', '干净', '空调', '味道', '潮湿', '味道', '总体', '不错', '潘', '经理', '服务']"
14824,2.0,0.6579999923706055,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['市中心', '环境', '房间', '旧', '卫生', '小孩', '卫生间', '摆放', '旅行包', '一支', '牙膏', '扣']"
14825,0.0,0.8281999826431274,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '免费', '升级', '房间']"
14826,0.0,0.2904999852180481,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['旧', '早餐', '一份', '不值', '省', '街边', '吃', '早点', '停车场', '足够', '免费', '满意', '游泳场', '外', '包', '列入', '酒店设施', '中', '本来', '泳池', '才订', '花钱', '中餐厅', '值得', '推荐', '价格', '亲民', '味道', '不错', '外面', '餐厅', '唯一', '令', '满意']"
14827,0.0,0.8921999931335449,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务员', '帮忙', '免费', '升级', '房间', '房间', '舒适']"
14828,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14829,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14830,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14831,0.0,0.7174000144004822,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务员', '服务态度', '帮忙', '升级', '房间', '房间', '很大', '舒适', '下次', '入住']"
14832,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14833,5.0,0.3416000008583069,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['硬件', '设施', '旧', '服务', '下次', '吃', '热闹', '交通']"
14834,1.0,0.40070000290870667,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '大厅', '气派', '上档次', '服务', '人员', '贴心', '记得', '客人', '生日', '生日', '送', '蛋糕', '水果', '谢谢', '服务', '人员']"
14835,1.0,0.5705999732017517,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14836,2.0,0.5285000205039978,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['父母', '出行', '游玩', '对面', '世界之窗', '锦绣', '园', '欢乐', '海岸', '不远', '吃饭', '逛街', '便利', '周末', '房间', '就可以看', '世界之窗', '烟火', '表演']"
14837,5.0,0.4887000024318695,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['深圳', '算', '环境', '总体', '窗外', '环境', '较差', '成片', '居民楼']"
14838,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14839,5.0,0.39800000190734863,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '对面', '世界之窗', '周末', '烟火', '表演', '房间', '吹', '空调', '就可以看', '房间', '干净', '早餐']"
14840,0.0,0.5630000233650208,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['多点', '笑容', '还好']"
14841,5.0,0.8769999742507935,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['五星', '设施', '不错', '价格', '合适', '忍']"
14842,1.0,0.5116000175476074,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['非常感谢', '干净', '交通', '服务', '特别', '优秀', '锻炼身体', '设施', '满意']"
14843,5.0,0.8773000240325928,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['交通', '早餐', '服务', '特别', '优秀', '环境']"
14844,6.0,0.4968999922275543,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['希望', '客人', '外卖', '好好', '客人', '外卖']"
14845,4.0,0.3495999872684479,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['景观', '房', '定个', '高级', '套房', '世界之窗', '远景', '世界之窗', '字', '景观', '房比', '高级', '房大', '价格', '贵', '两百']"
14846,5.0,0.5713000297546387,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['环境']
14847,1.0,0.4546999931335449,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['住', '暖', '心', '清扫', '房间', '肖阿姨', '礼貌', '工作', '做成', '事', '言语', '透', '真诚', '热心', '住客', '住', '舒心', '服务', '女孩儿', '热情']"
14848,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14849,2.0,0.5938000082969666,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['干净', '舒适', '服务态度', '特别', '锦绣', '园', '世界之窗', '吃饭', '旁边', '商场', '里', '早餐', '特别', '满意', '加', '会员', '预定', '城市']"
14850,2.0,0.5778999924659729,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['一家', '旧', '五星', '地理位置', '旁边', '世界之窗', '欢乐谷', '出行', '早餐', '不错', '中餐厅', '消费', '贵']"
14851,5.0,0.4122999906539917,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '交通', '雖然', '舊', '一点', '整体', '配套', '衞', '生', '值得']"
14852,5.0,0.5267000198364258,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '服务', '蛮好']"
14853,0.0,0.489300012588501,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['特别', '详细', '评价']"
14854,1.0,0.5706999897956848,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住",['服务']
14855,5.0,0.7063000202178955,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['快捷', '价格', '稍', '贵', '总体', '满意']"
14856,1.0,0.9046000242233276,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['特别', '喜欢', '卫生', '早餐', '服务', '特别', '周到', '细致']"
14857,0.0,0.5931000113487244,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['一般般', '睡', '舒服', '枕头', '难受']"
14858,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14859,2.0,0.6642000079154968,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '性价比', '高', '深圳', '每次', '这家', '住']"
14860,5.0,0.5367000102996826,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['服务', '不错', '退房']"
14861,5.0,0.7141000032424927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['早餐', '不错']"
14862,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14863,3.0,0.3959999978542328,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['深圳', '常住', '品牌', '硬件', '服务', '不错']"
14864,5.0,0.7854999899864197,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['环境', '不错', '服务']"
14865,0.0,0.8567000031471252,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务态度', '免费', '帮', '升级', '房间']"
14866,6.0,0.43540000915527344,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['入住', '几次', '太', '陈旧', '隔音', '效果', '不好', '半夜三更', '隔壁', '打呼噜', '声音', '听见', '要命', '服务', '管理', '挺好', '每次', '入住', '是因为', '洲际', '没房', '只好', '住', '周边', '几个', '万豪', '洲际']"
14867,0.0,0.5555999875068665,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['环境', '超级', '棒']"
14868,4.0,0.7135999798774719,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['值得', '信赖']"
14869,6.0,0.5788000226020813,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['住', '旁边', '昨天', '房间', '住', '房间', '早餐', '服务员', '带位', '请', '服务员', '位置', '一杯', '红茶', '去取', '面包', '回来', '女', '位置', '晕倒', '开', '英文', '服务员', '位置', '确认', '帮', '一杯', '红茶', '搞笑', '旁边', '男服务员', '坐', '错误', '位置', '服务', '真', '差劲', '取', '面包片', '夹', '面包', '工具', '收取', '放', '烤箱', '里', '烤', '第一次', '见到', '事情', '无语']"
14870,4.0,0.7138000130653381,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['购物', '游玩']"
14871,2.0,0.5174000263214111,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['早餐', '偏西', '式', '外国游客', '理解', '位置', '世界之窗', '斜对面', '正对面', '益田', '假日', '广场', '逛街', '购物', '吃饭', '特别', '距离', '锦绣', '中华', '园', '公里', '地铁', '一号', '二号线', '公交车', '门童', '行李', '员', '特别', '住', '五星级', '里', '印象', '深刻', '行李', '员', '入住', '几个', '太', '舒服', '工作', '时间', '笑', '太', '随意', '停车场', '房间', '很大', '总体', '不错', '下次', '入住']"
14872,1.0,0.36890000104904175,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['欧式', '风格', '房间', '装修', '怪怪的', '喜好']"
14873,1.0,0.7588000297546387,"服务, 干净, 卫生, 房间, 特别, 热情, 温泉, 整洁, 喜欢, 入住","['服务', '笑脸相迎', '很快', '特别', '表扬', '宋', '经理', '专业', '与为', '客人', '着想', '愉快', '入住', '下次', '选择']"
14874,5.0,0.7142000198364258,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '环境']"
14875,5.0,0.7141000032424927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['不错', '早餐']"
14876,2.0,0.7853999733924866,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['每次', '深圳', '住']"
14877,2.0,0.5924000144004822,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['新', '环境', '不错', '阳台', '阳台', '欢乐谷', '大门', '娱乐', '设施', '枕头', '多种类型', '提供', '选择', '更换', '欢乐谷', '世界之窗', '适合', '小朋友', '游玩', '时', '住宿']"
14878,2.0,0.5936999917030334,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['位置', '大厅', '左手', '一百五十', '米处', '世界之窗', '右手边', '一百米', '处', '欢乐谷', '斜对面', '益田', '购物中心', '楼', '小吃']"
14879,0.0,0.4758000075817108,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['世界之窗', '市区', '远', '较晚', '吃', '自助', '早餐', '午餐', '一楼', '粤菜', '吃', '菜码', '品质', '价格', '贵', '亲子', '建议', '吃']"
14880,5.0,0.3912000060081482,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['位置', '环境', '大厅', '餐厅', '服务', '对接', '不好']"
14881,3.0,0.7850000262260437,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['感觉', '地毯', '味道']"
14882,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14883,0.0,0.263700008392334,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['完美', '入住', '周末', '想要', '约', '南山', '朋友', '小聚', '想着', '住', '城', '自然环境', '公园', '感觉', '选择', '发现', '换', '老板', '不错', '换', '老板', '至少', '提升', '前一阵子', '中午', '自助餐', '感觉', '品种', '太', '少', '试一下', '入住', '还好', '感觉', '不错', '店', '时', '发现', '订单', '时', '留意到', '大床', '房', '双床', '两个', '字', '下单', '周末', '公司', '年', '房间', '紧张', '店', '发现', '随机', '分配', '双', '床房', '沮丧', '还好', '吴玉红', '小姐', '努力', '帮', '协调', '令', '满意', '入', '房间', '房间', '很大', '阳台', '升级', '房型', '方向', '正', '世界之窗', '朝东', '北边', '欢乐谷', '正对着', '城', '新', '招商', '高层', '写字楼', '南', '海景', '一早', '阳光', '蓝天白云', '心情', '不好', '难', '房间', '里', '枕芯', '供', '挑选', '细致', '住客', '自助餐', '六折', '原本', '心思', '思想', '吃', '推出', '三文鱼', '生', '蚝', '自助餐', '可惜', '头疼', '着凉', '吃', '生冷', '只能', '下次']"
14884,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14885,0.0,0.4368000030517578,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['第二次', '订', '房间', '房间']"
14886,2.0,0.7249000072479248,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['很好', '一家', '位置', '市中心', '旁边', '旅游景点', '下次', '选择']"
14887,2.0,0.5699999928474426,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['嫌', '冷开', '空调', '冷风', '跟前', '台', '搬', '台', '暖气机']"
14888,4.0,0.7347999811172485,"房, 旅游, 服務, 时, 房间, 好评, 游玩, 套房, 选择, 订","['不错', '回来', '动感', '光波', '哔哔', '哔']"
14889,5.0,0.5709999799728394,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['总体']
14890,0.0,0.5058000087738037,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['朋友', '满意', '总台', '电话', '小姐姐', '细致', '耐心', '很棒', '朋友', '表示感谢']"
14891,5.0,0.4016000032424927,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['旧', '性价比']"
14892,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14893,2.0,0.8284000158309937,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['出行', '对面', '世界之窗', '欢乐谷']"
14894,2.0,0.6057999730110168,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['不错', '像是', '世外桃源']"
14895,0.0,0.6050000190734863,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['服务', '周到', '岁', '孩子', '加床', '升级成', '套房', '早餐', '商场', '感谢', '小孩', '落在', '房间', '发现', '电话', '感觉', '服务', '贴心']"
14896,0.0,0.5710999965667725,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",['号']
14897,5.0,0.4406999945640564,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['领导', '住', '早餐', '不错']"
14898,5.0,0.828000009059906,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高","['设施', '旧', '维护', '不错']"
14899,3.0,0.5314000248908997,"住, 舒服, 房间, 感觉, 入住, 性价比, 下次, 太, 床, 高","['房间', '卫生', '走廊', '房间', '设施', '太', '陈旧', '一千多元', '性价比', '太', '低']"
14900,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14901,0.0,0.1429000049829483,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错",[]
14902,0.0,0.7246000170707703,"服务, 房间, 升级, 入住, 免费, 早餐, 热情, 推荐, 满意, 不错","['早餐', '赞', '房间', '不算', '太', '风景', '不错', '阳台', '打开', '世界之窗', '临近', '圣诞', '气氛', '浓厚']"
14903,6.0,0.4239000082015991,"房间, 差, 服务态度, 入住, 疫情, 空调, 太, 期间, 点, 体验","['房门', '东西', '顶住']"
14904,5.0,0.5709999799728394,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['总体']
14905,5.0,0.5709999799728394,"不错, 环境, 服务, 早餐, 位置, 交通, 设施, 房间, 性价比, 高",['早餐']
14906,2.0,0.48019999265670776,"房间, 位置, 旧, 地理位置, 住, 设施, 机场, 早餐, 出行, 出差","['房间', '干净', '床品', '舒适', '两张', '单人床', '拼在一起', '一家', '四口', '睡着', '宽敞', '服务', '特别', '对面', '世界之窗', '旁边', '益田', '假日', '广场', '购物', '游玩']"
