酒店名称,评论日期,评论内容,入住房型
H15,2020-08-01,阿聪和小媚服务态度好！,度假大床房
H15,2020-08-01,服务态度很好,度假阳台双床房
H15,2020-08-01,每次入住台山**酒店都是一次很好很好的体验，热情有礼，干净卫生，还免费帮我升级了房间，每次回台山的不二之选。,度假大床房
H15,2020-08-01,小兰小聪非常棒,度假阳台双床房
H15,2020-08-01,都挺好的了,度假大床房
H15,2020-08-01,非常的不错,度假大床房
H15,2020-08-01,经理李泳嫦服务热情，细心，酒店干净，早餐不错，体验满意！酒店价格比较公道，下次来台山继续入驻**。,度假阳台双床房
H15,2020-08-01,环境很好，前台接待服务很好很热情,度假阳台双床房
H15,2020-08-02,小明服务好，酒店环境好，房间设施齐全。,度假阳台双床房
H15,2020-08-02,很好，安静，房间又够大！,度假阳台双床房
H15,2020-08-02,环境舒适，空气清新,度假大床房
H15,2020-08-02,非常好，很舒适,度假阳台双床房
H15,2020-08-02,不错的酒店,特惠双床房
H15,2020-08-02,不错的酒店,度假阳台双床房
H15,2020-08-02,亲子主题房孩子很喜欢，房间舒适，卫生干净，设施设备齐全，大堂经理阿嫦服务好，衣服在房间忘记带走，有电话联系我，,卡通亲子套房
H15,2020-08-03,非常好，舒服，吃得也好！,度假阳台双床房
H15,2020-08-03,我们一家第三次入住,度假阳台双床房
H15,2020-08-03,干净卫生，很棒,度假大床房
H15,2020-08-03,服务周到，性价比高！,度假大床房
H15,2020-08-04,酒店在市区边边，安静却出入方便，喜欢在酒店阳台看着下面车来车往坐久了去游个泳也挺舒服。另提一下酒店前台啊聪还有大堂经理小明服务周到,度假阳台双床房
H15,2020-08-04,帮朋友订的，朋友说特别表扬前台啊聪和小明服务贴心。酒店风景好房间设施齐全，住店可以免费游泳特别好,度假阳台双床房
H15,2020-08-05,酒店位置优越交通便利，设施齐全，房间干净整洁，住的很舒服。前台小兰服务热情。早餐不错，品种多，停车方便。,度假阳台双床房
H15,2020-08-05,环境很不错，房间设施也好，工作人员非常nice，大堂经理小霞热情周到，很好的酒店,度假大床房
H15,2020-08-05,酒店很有气派豪华，入住的时候前台小凤小姐姐服务态度很热情，入住酒店的客人都可以免费使用健身房和去游泳，房间很大，下次还会再来。,度假阳台双床房
H15,2020-08-05,这家酒店挺好的，配套设施齐全，免费停车场很大，有游泳池和健身房，离市中心和周边的景点也挺近，出入方便，环境优美，绿化环绕，安静舒适，度假放松首选！服务质量很高，特别是大堂经理小霞，提前打电话同我们落实订房信息和要求，提前为我们做好准备，来到酒店还亲自迎接和送我们到房间，享受了贵宾,度假大床房
H15,2020-08-05,不愧是五星级,度假大床房
H15,2020-08-05,酒店设施齐全，环境优美，大堂经理小霞服务很好，非常满意,度假大床房
H15,2020-08-05,一家人出游，升级了房型，住起来很舒心！好评！！,景观阳台大床房
H15,2020-08-05,可以，只是客房的电话打去服务部，总是没人接听,度假阳台双床房
H15,2020-08-05,酒店环境很好，前台的服务很热情，特别表扬一下前台的阿琴小姐姐，很有耐心，安排的房间很大，带有阳台，外面的风景很好，可以看到湖，很??，小姐姐还给我们介绍了周边的景点和餐厅，非常不错的一次出游。,度假阳台双床房
H15,2020-08-05,环境优美，地理位置好，房间舒适卫生，前台小兰服务热情，乐于提供各种帮助，早餐丰富。设施齐全，性价比不错，停车方便，停车场很大，车位充足，不收费，下次还要入住。,度假阳台双床房
H15,2020-08-06,**安静舒适！,度假阳台双床房
H15,2020-08-06,比较老旧其他还行,度假大床房
H15,2020-08-07,前台服务很好,度假大床房
H15,2020-08-07,很不错的体验。不愧是五星级酒店，入住体验非常不错。下次还会再来的。,特惠大床房
H15,2020-08-08,特别表扬小霞在我还没入住前就已经跟我沟通好，安排好房间，特别有礼貌，老人家的房间阳台景观特别好，小孩特别喜欢亲子房，两房间空间都很大。,零压阳台双床房
H15,2020-08-08,特别好！房间安排非常好！,卡通亲子套房
H15,2020-08-08,前台帅哥親自幫提行李送到房間，介紹美食。洒店到步行街打車也就10元左右。但是房間的冰箱不制冷哦。,度假阳台双床房
H15,2020-08-08,还是不错的,度假阳台双床房
H15,2020-08-08,不错，小蔡美女的服务很好,度假阳台双床房
H15,2020-08-09,服务很好预订了之后工作人员小梁给我打电话、按我们的要求准备好房间，贴心、认真！性价比非常高的酒店，环境舒适、房间干净、浴缸很大、阳台也很大！景观特别好！泳池可以免费游环境无敌棒！太喜欢了！像度假一样过来必须带上泳衣泳帽哦！忘记也没关系，这里有得卖，出去商场也很快，交通便利，,度假大床房
H15,2020-08-09,酒店环境不错，早餐也很丰盛！,景观阳台双床房
H15,2020-08-09,酒店前台服务挺好的，房间也很大，很舒适,度假大床房
H15,2020-08-10,我们刚好去有音乐自助晚餐，挺好的，十分丰富，又有音乐听，早餐自助也十分丰富的,度假阳台双床房
H15,2020-08-10,设施稍旧，前台服务好,度假阳台双床房
H15,2020-08-11,时隔己久，时常忆起，不评难抚好周到。房间大，服务好，远离城市喧嚣，休假好去处。,高级阳台套房
H15,2020-08-11,早餐很好吃,度假阳台双床房
H15,2020-08-11,。。。。满意,零压阳台大床房
H15,2020-08-12,大堂经理小霞的接待很周到，很耐心的介绍周边的景点，其实酒店的位置真的很优越，停车场很大，还是免费的，很方便！我们到海边玩，沿途一些村庄的碉楼和自然风光很美，不用门票，很随性游玩，很舒服！房间很大干净卫生，设施齐全，应有尽有，酒店有泳池，住客可以免费使用，不错，性价比高，出游台山首选！,度假阳台双床房
H15,2020-08-12,小霞服务态度很好，房间住得很舒服，谢谢,度假阳台双床房
H15,2020-08-13,酒店大堂经理陈晓霞小姐服务非常热情周到，推荐大家来,景观阳台大床房
H15,2020-08-13,挺好的，房间设施齐全，干净，安静，舒适，大堂漂亮，酒店有健身房和泳池住客免费，有自助早餐，还有中餐早茶，附近有咖啡蛋糕店，便利店和超市都有，大堂小嫦服务好，还会再次选择,度假阳台双床房
H15,2020-08-14,台山的大酒店之一。服务蛮好的，前台的小姐姐态度很好。入住的人不少。房内设施如果可以翻新一下就更好啦。,度假大床房
H15,2020-08-14,小聪服务好，设备好的，房间大，早餐好,景观阳台双床房
H15,2020-08-14,酒店富丽堂皇，很是气派，环境很棒，游泳水质清澈，健身房设备齐全，干湿蒸都有，早餐用餐环境很好，出品棒，下次还会入住,特惠大床房
H15,2020-08-14,还不错哦！,度假大床房
H15,2020-08-14,临时订了两间，半小时到店，周未剩一间，马上帮我处理，退了一间，免费加床，态度很好，含2早的，但有三大一小所以无去吃，在酒店喝早茶也便宜，免费停车,景观阳台双床房
H15,2020-08-15,早餐还是很**风格，干净卫生，虽然品种不是特丰富。所有的设施都干净整洁，虽然有些感觉不够新。下午五点的大堂的活动很特色，小孩子很高兴。,景观阳台双床房
H15,2020-08-15,酒店环境干净舒适，早餐丰盛，服务周到，特别是小霞美女，细心周到的关心。谢谢。,景观阳台大床房
H15,2020-08-16,不错??服务超好，很酒店确定时间是下午四点到，结果提前一小时到，房间还没有收拾好。但主动升级了套房，超喜欢。办理入住时有专门工作人员介绍酒店的基本情况。????,景观阳台大床房
H15,2020-08-17,酒店环境优美，前台小兰姑娘服务热情，安排了向泳池的房间，设施齐全，早餐丰富，很不错的一次体验,度假阳台双床房
H15,2020-08-17,酒店设施齐全，早餐品种多，前台小兰服务热情，房间舒适，阳台外风景优美,度假阳台双床房
H15,2020-08-17,装修显旧，卫生状况感觉一般，但总体还是满意的,度假阳台双床房
H15,2020-08-17,整体感觉很舒服，整个人都很放松。进入酒店有工作人员带到前台，介绍酒店的情况，附近吃喝玩乐的地方，早餐还可以，房间空间足够大，有浴缸和多功能淋浴，洗手间配置该有的都有了，整体比较干净，床上用品很舒服，开着空调盖空调被是土豪的操作，一觉睡天光。有个大阳台，鸟语花香，很有生机。大城市稀缺的风景、空气和空间在这里算是应有尽有，这里的人很纯朴，很热情亲切，有什么需求，想办法帮助，这点挺好。相比智能化的酒店我还是喜欢这种接地气有温度的服务。,度假阳台双床房
H15,2020-08-18,态度，服务都非常好，特别是小明经理，下次再来！,零压阳台双床房
H15,2020-08-18,花酒有点问題，反映前台后好快弄好，抵赞，服务很好。,度假大床房
H15,2020-08-18,台山台城地区老牌的星级酒酒店了！虽然装修时间己有多年，但不防碍她的干净，卫生。并且真的很安静！每次到台山的必选！顺便赞许一下，客房部的小梁美女。服务很贴心！！谢谢了！????,度假阳台双床房
H15,2020-08-19,免费升级了零压房，床睡得很舒服哦。服务也很热情，手续办理非常快。还有很不错的室外游泳池。棒棒哒！好评！,景观阳台大床房
H15,2020-08-19,服务很好，大堂副理李泳嫦热心体贴周到，????????????下次还会选择**,度假阳台双床房
H15,2020-08-19,满意，房间干净卫生，设施齐全，早餐丰富，味道好，大堂经理阿嫦服务好，再次入住,度假阳台双床房
H15,2020-08-19,住的可以，就刚好遇上台风了,零压阳台大床房
H15,2020-08-19,体验都比较满意,景观阳台双床房
H15,2020-08-19,服务很不错！,景观阳台大床房
H15,2020-08-19,大堂副理李泳嫦服务贴心周到????,零压阳台大床房
H15,2020-08-19,满意，会再次入住，这里服务很好，前台兰兰服务招到，房间大，卫生干净，设施齐全，完善，很好，早餐也很好,度假大床房
H15,2020-08-20,周三晚上十点到酒店，前台经理升级两个档次到豪华套房，点赞。之前在**旗下酒店住很多次，设施相当不错。,度假大床房
H15,2020-08-20,老牌酒店，服务还是不錯的，就是游泳池跟外面的人一起用，基本上都是学游泳的小朋友，有点不好，前台美女帮我7个房间都升级，真的非常感謝她。,度假阳台双床房
H15,2020-08-20,酒店大堂很漂亮，前台服务贴心，特别是阿聪,度假阳台双床房
H15,2020-08-20,整体不太好,度假阳台双床房
H15,2020-08-20,停车场很大，酒店很豪华，性价比很高,度假阳台双床房
H15,2020-08-20,非常满意，下次过来爬山会再次入住**酒店,度假阳台双床房
H15,2020-08-21,按价量质，无可挑剔。大堂经理赵小姐服务态度亲切认真，值得一赞。,度假阳台双床房
H15,2020-08-21,每次去台山都会住这个酒店，交通便利，很舒适，前台还升级了零压房间，累了一天，正好美美解个乏，前台小霞很耐心热情，遗留了东西在房间，小霞及时联系并快递过来，好感动，下次还会住这里,度假大床房
H15,2020-08-21,酒店真的有点旧了，装修及设施已经很过时了，但房间比较大，服务还可以，早餐虽然不算很丰富，但也能吃饱，性价比还可以,零压阳台双床房
H15,2020-08-21,干净安静设施齐全,度假阳台双床房
H15,2020-08-21,优点：酒店位置好招，装修保持得还算新，大堂很华丽，房间大，洗手间更大，没有异味，视野较开阔，感觉舒服，我还看到了双彩虹。早餐丰富，自助餐的形式品种很多。前台小姐姐们的服务很好，人温柔工作细致说话清晰。缺点：好像没有地下停车场，指引不是很清晰；房间一面大镜子对着床，风水大忌；枕头有点松散了，偏低。,度假阳台双床房
H15,2020-08-22,还不错，会再来,度假大床房
H15,2020-08-23,今次一家人来台山玩，预订了这家酒店，刚到店工作人员都很热情，而且给免费升级了房间，十分感谢！住的是阳台豪双，很干净，非常舒适。第二天早上到了**中餐厅喝早茶，那个性价比很高！身为广州人觉得这家的出品比广州大部分的茶楼都好！总体非常满意！,度假阳台双床房
H15,2020-08-23,谢谢小兰的服务，环境好！小朋友很喜欢！,度假阳台双床房
H15,2020-08-23,服务满意，台山值得推荐,零压阳台双床房
H15,2020-08-23,很好，不管卫生还是环境很好！,度假阳台双床房
H15,2020-08-23,酒店很舒服，环境不错,度假阳台双床房
H15,2020-08-23,前台比较冷淡，其他还可以，房间很大,度假阳台双床房
H15,2020-08-23,酒店设施齐全，卫生干净，环境优美，还免费帮我们升级阳台房间，中餐厅出品也不错，前台小兰礼貌好，服务很好，赞！,度假大床房
H15,2020-08-23,房间大，整体设施还不错，有两点印象不好，房间颜色比较深，半年无缘无故门铃响了两次，另外上午想去游泳，被告知中午休息四五个小时，没开放,零压阳台大床房
H15,2020-08-24,酒店大堂经理小霞服务周到,度假阳台双床房
H15,2020-08-24,房间实施齐全，前台小珠服务态度好,度假大床房
H15,2020-08-24,早餐，晚餐都很好，地方很好找，就在大路边。就是设施有点旧，但是房间很干净，一次，愉快的旅行！,景观阳台双床房
H15,2020-08-24,游泳池承包的,景观阳台大床房
H15,2020-08-24,前台啊聪服务好,度假大床房
H15,2020-08-24,大堂经理服务很好,度假阳台双床房
H15,2020-08-24,前台服务人员啊珠和啊玲的服务好大堂很不错,度假大床房
H15,2020-08-24,早餐不过不失，能吃饱。环境很不错，很方便。房间豪华，价格实惠。小梁服务有求必应，响应迅速。,度假阳台双床房
H15,2020-08-25,1、床上居然有条头发………恶心。客房阿姨很好态度，帮忙换晒d被套；2、孩子换好晒衣服去游水，到了泳池却被告知游泳池早上十一点就要关了，很奇葩，该能享受的设施享受不了！请问房费是不是也应该打折扣？孩子哭了好久。11点关泳池的做法，入住时前台没有告知，我早上十点多打点话问泳池开了没有，也没有说十一点要关闭！3、设施太旧！地毯脏！,度假阳台双床房
H15,2020-08-25,阳台房虽大，但装修比较老旧，阳台门不能锁，后来经理服务很好，给升级了一个。早餐很丰富，品种多。游泳池上午不开放，要下午三点才开，有点失望。,度假阳台双床房
H15,2020-08-25,各方面都挺好，如果早歺有更多选择就更好了,度假阳台双床房
H15,2020-08-26,酒店服务态度超好…卫生干净…停车方便…大堂经理小霞工作态度负责…,度假大床房
H15,2020-08-26,每次来台山都是住**，因为我感觉只有**性价比高！游水，健身，都免费，房间的枕头也很好睡，环境也很安静,度假大床房
H15,2020-08-26,设施比较齐全,度假大床房
H15,2020-08-26,蔡美女服务热情,度假阳台双床房
H15,2020-08-26,蔡美女比较热情,度假阳台双床房
H15,2020-08-26,挺好的，不错,景观阳台大床房
H15,2020-08-26,很舒适，干净,景观阳台双床房
H15,2020-08-26,前台一位姓蔡的小姐姐很热心 免费升级了房间 入住体验很好,景观阳台大床房
H15,2020-08-27,环境不错，大堂宏伟大气 有点清真风格 但房间卫生差，有蚊子，咬的我到处痒，设施过于老旧，372的价格，在这个地方就性价比差了！！,度假大床房
H16,2020-01-01,值得推荐，床品和服务都好,胜享雅致大床房
H16,2020-01-01,不错！nnnnn,胜享雅致大床房
H16,2020-01-03,物超所值，值得信赖,胜享雅致大床房
H16,2020-01-04,房间干净整洁,浪漫优享圆床房
H16,2020-01-05,还可以，安静,胜享雅致大床房
H16,2020-01-08,就是服务一般般,浪漫优享圆床房
H16,2020-01-11,非常不错的酒店,浪漫优享圆床房
H16,2020-01-12,早餐很好吃！,胜享雅致大床房
H16,2020-01-15,一般般吧，设施比较老旧了,胜享城景大床房
H16,2020-01-16,很好很好很好,胜享商务套房
H16,2020-01-18,1052 环境优美，地理位置好，交通方便，房间舒适卫生，服务人员很热情，乐于提供各种帮助，早餐丰富。设施很人性化，网络高速信号好，窗外风景好。有特别的开床服务，房间小摆件的设计也很有特色。性价比不错，下次还要入住,浪漫优享圆床房
H16,2020-01-20,酒店位于市中心，房间很大，看着干净清爽。就是隔音效果不好，房间门感觉不够结实。,胜享城景双床房
H16,2020-01-20,整体性价比很高，附近吃饭地方很多，酒店的房间也大，还有大浴缸，床垫有点软，底楼有卡拉OK，有点吵，客源有点残次不起。早餐不错。,浪漫优享圆床房
H16,2020-02-05,垃圾啦啦啦啦啦啦啦啦,猪猪侠酷芽亲子双床房
H16,2020-02-12,大堂服务接待满意,浪漫优享圆床房
H16,2020-02-18,在惠城市中心，交通方便，很好位置。亲子房很宽敞，小孩玩的开心，房间不错。服务也很好，周边美食方便，很好！,猪猪侠酷芽子母房
H16,2020-02-19,不错 非常不错,浪漫优享圆床房
H16,2020-03-03,不错，价格对得起,胜享城景大床房
H16,2020-03-03,还不错 可以,胜享城景双床房
H16,2020-03-03,还可以 不错,胜享城景双床房
H16,2020-03-03,性价比还可以,胜享城景大床房
H16,2020-03-05,很好 环境也很不错,胜享雅致大床房
H16,2020-03-16,这个酒店的灯真是有毛病，存心不让人睡觉，怎么关都关不了,浪漫优享圆床房
H16,2020-03-21,感觉很不错，酒店很好，服务也很好1016下次还来,胜享雅致大床房
H16,2020-03-21,很棒，1016,胜享雅致大床房
H16,2020-03-22,李海东服务态度很不错,浪漫优享圆床房
H16,2020-03-23,服务态度很好酒店很好很好下次还会过来1016,胜享雅致大床房
H16,2020-03-23,酒店很好服务很好前台小姐姐很热情1016下次还来,胜享雅致大床房
H16,2020-03-24,酒店很不錯前台小姐姐很熱情下次還會過來住1016,胜享雅致大床房
H16,2020-03-24,很棒很不错的酒店前台服务员很热情服务很好1016,浪漫优享圆床房
H16,2020-03-24,酒店很不错前台小姐姐很热情服务也很好下次还会来1016,浪漫优享圆床房
H16,2020-03-26,服务很好，原本定的雅致大床房，到店的时候这边没有这个小的房间了，给免费升级了城景大床房。实在是太感谢前台的小姐姐了。周边想吃什么都很方便，过来出差的，工作完了之后还可以去周边的景点看一看。下次出差还来这儿。,胜享雅致大床房
H16,2020-03-27,物超所值 很舒适 工作人员很热情,胜享雅致大床房
H16,2020-03-28,不错 工作人员很热情,胜享雅致大床房
H16,2020-03-28,1052好服务好不错还会继续住,胜享雅致大床房
H16,2020-03-28,很好。可以，不错,浪漫优享圆床房
H16,2020-03-28,1052服务好,胜享雅致大床房
H16,2020-03-28,酒店的位置很棒，在市区中心。在这附近吃饭和下了班逛景点都比较近。酒店的服务很好。房间也比较干净。进门的时候大堂有人测体温。进电梯是有保鲜膜贴住按键的。这一点在疫情期间做的还是让人很满意的。前台服务员也比较热情。下次出差还会来。总的来说体验不错。支持支持。,胜享雅致大床房
H16,2020-03-29,工作人员很热情 工号0998小姐姐给免费升级了房型 环境舒适,胜享雅致大床房
H16,2020-04-04,不错 物超所值 服务很好,胜享雅致大床房
H16,2020-04-04,1052服务好好好好,胜享雅致大床房
H16,2020-04-04,1052好好好好好好好,胜享雅致大床房
H16,2020-04-06,我订的是套房，厕所各方面的非常的脏，地面有一层油，很差的体验！设备很陈旧！,胜享商务套房
H16,2020-04-07,1052服务好，房间不错。值得推荐,胜享雅致大床房
H16,2020-04-07,服务挺不错,胜享雅致大床房
H16,2020-04-10,特别好喜欢这个,胜享雅致大床房
H16,2020-04-12,啦啦啦噜啦啦咯具体看啦啦啦啦啦啦1012,浪漫优享圆床房
H16,2020-04-12,还不错的。。,胜享雅致大床房
H16,2020-04-15,在于自己、丝??为1012,胜享雅致大床房
H16,2020-04-15,你的意思是不是这个群众1012,胜享雅致大床房
H16,2020-04-16,阿里健康快快乐乐1012,浪漫优享圆床房
H16,2020-04-18,房间 很多小蟑螂。,胜享雅致大床房
H16,2020-04-19,可可怕啦咯啦咯啦咯啦1012,胜享家庭双床房
H16,2020-04-19,kilo里啊聚了聚啦啦了1012,胜享雅致大床房
H16,2020-04-20,棒棒棒棒棒,浪漫优享圆床房
H16,2020-04-20,酒店前台1012,胜享雅致大床房
H16,2020-04-22,挺好 挺好的,胜享雅致大床房
H16,2020-04-22,挺好 物超所值,胜享雅致大床房
H16,2020-04-22,挺好??物超所值,胜享雅致大床房
H16,2020-04-23,服务号，房间不错，下次还来，1000,胜享雅致大床房
H16,2020-04-24,998服务好,胜享雅致大床房
H16,2020-04-26,哈哈哈哈(??)hiahiahia,胜享雅致大床房
H16,2020-04-28,特别好。干净卫生,胜享雅致大床房
H16,2020-04-29,还行，服务各方面,胜享雅致大床房
H16,2020-04-30,环境很好，服务也好！,胜享雅致大床房
H16,2020-05-01,卫生一般般,胜享雅致大床房
H16,2020-05-01,挺好的 前台服务也很好,胜享雅致大床房
H16,2020-05-01,挺好的 前台很周到,胜享雅致大床房
H16,2020-05-01,1052服务好，房间不错,浪漫优享圆床房
H16,2020-05-01,服务好，1017,浪漫优享圆床房
H16,2020-05-01,可以可以可以,胜享雅致大床房
H16,2020-05-02,前台小姐姐1017服务很热情。,胜享雅致大床房
H16,2020-05-02,房间不错，前台1012不错,胜享雅致大床房
H16,2020-05-03,51假期几天性价比最高的一家酒店了，打开房门就觉得高大上，干净卫生，床好舒服，停车也很方便，住的很开心??,胜享雅致大床房
H16,2020-05-03,1052房间不错，推荐,浪漫优享圆床房
H16,2020-05-05,订了早餐，但沒提供，后来换了酒店,胜享家庭双床房
H16,2020-05-06,酒店还是不错的，不过价格在惠州不算便宜！干净卫生！没什么特色，没早餐，退房时间也早！只能说结合价格合格吧！,胜享商务套房
H16,2020-05-06,1052服务好，房间不错,胜享雅致大床房
H16,2020-05-06,员工9598的服务很好很满意,胜享雅致大床房
H16,2020-05-07,挺好的，不贵,浪漫优享圆床房
H16,2020-05-07,前台998服务很周到热情,浪漫优享圆床房
H16,2020-05-07,998号和1002两位员工的服务态度很好,胜享雅致大床房
H16,2020-05-07,很好 性价比高,浪漫优享圆床房
H16,2020-05-09,性价比高，环境很好1017,浪漫优享圆床房
H16,2020-05-09,酒店前台服务员不错态度很好1012,浪漫优享圆床房
H16,2020-05-09,酒店前台小帅哥1012,胜享雅致大床房
H16,2020-05-11,环境很好，前台1052小姐姐很热情周到，房卡都是提前准备好了，楼层服务员也很好,浪漫优享圆床房
H16,2020-05-11,惠州出差一直住在这里，酒店周围交通和商业设施都很齐全，很方便，房间很大，床有点软，有大浴缸适合我。最近没有早餐美中不足。,浪漫优享圆床房
H16,2020-05-11,性价比高，不错,浪漫优享圆床房
H16,2020-05-12,环境好，，性价比高1017,胜享城景大床房
H16,2020-05-12,环境优美，卫生干净，工号998,胜享雅致大床房
H16,2020-05-13,非常好 前台1052小姐姐人很好,浪漫优享圆床房
H16,2020-05-13,房间不错很好1017,浪漫优享圆床房
H16,2020-05-14,价钱低，还能享受五星级的待遇、前台小妹妹服务也很热情...,浪漫优享圆床房
H16,2020-05-14,工号1017服务态度很不错，酒店环境干净整洁。,浪漫优享圆床房
H16,2020-05-15,非常干净舒适，998,浪漫优享圆床房
H16,2020-05-15,酒店很好 床很软,浪漫优享圆床房
H16,2020-05-16,各方面都不错998,浪漫优享圆床房
H16,2020-05-16,体验太差了。就是搞个好听的名字在忽悠人，名字听起来高端，条件差的连150的汉庭都比不过。住这个不如建议大家客栈，民宿，公寓。服务很差，苹果手机因为我没带线充不了电，前台没有租或者借，wifi也用不了。隔音差且不通风,浪漫优享圆床房
H16,2020-05-16,这里的房间装修很特别，喜欢，1017,浪漫优享圆床房
H16,2020-05-16,性价比高，很好，房间不错1017。,浪漫优享圆床房
H16,2020-05-16,环境优美，服务态度好998,浪漫优享圆床房
H16,2020-05-17,1052环境适合，价格适中，态度亲切,胜享城景大床房
H16,2020-05-18,都挺好。环境优美998,胜享雅致大床房
H16,2020-05-18,很满意，1017。,胜享雅致大床房
H16,2020-05-19,不错，挺好的,浪漫优享圆床房
H16,2020-05-20,1017服务态度很不错,胜享雅致大床房
H16,2020-05-20,很不错工号998,浪漫优享圆床房
H16,2020-05-20,很不错 988工号,浪漫优享圆床房
H16,2020-05-20,房间很大，服务好1017,浪漫优享圆床房
H16,2020-05-20,用户已好评，1017,浪漫优享圆床房
H16,2020-05-20,前台服务态度不错，1017,胜享雅致大床房
H16,2020-05-20,住的舒服，环境好1017,浪漫优享圆床房
H16,2020-05-20,舒适干净整洁有序！！！,胜享雅致大床房
H16,2020-05-20,很高 工号998 很不错,胜享雅致大床房
H16,2020-05-20,好评，酒店不错，1017,浪漫优享圆床房
H16,2020-05-21,环境优美服务态度好998,浪漫优享圆床房
H16,2020-05-21,1017服务好，环境优美,胜享雅致大床房
H16,2020-05-21,位置好，前台服务热情周到工号1017,胜享雅致大床房
H16,2020-05-21,环境各方面都很好,浪漫优享圆床房
H16,2020-05-21,酒店很好1017服务赞,浪漫优享圆床房
H16,2020-05-22,房间是我喜欢的风格，前台服务好1017,胜享雅致大床房
H16,2020-05-23,环境挺好的,胜享雅致大床房
H16,2020-05-24,周围都是比较热闹的,胜享雅致大床房
H16,2020-05-24,服务很好，很满意,胜享雅致大床房
H16,2020-05-24,1052 服务好，房间不错,胜享雅致大床房
H16,2020-05-24,1052房间不错,胜享城景大床房
H16,2020-05-25,非常好的选择,浪漫优享圆床房
H16,2020-05-25,免费停车场方便，24小时专人看守引导，酒店地理位置方便，周边小吃服务便利，酒店前台服务热情周到，值得一住,胜享城景双床房
H16,2020-05-26,性价比无敌,浪漫优享圆床房
H16,2020-05-26,安静，干净,胜享城景大床房
H16,2020-05-27,酒店设施花里胡哨奥，而且很不干净，很多东西都破破烂烂，用的材质都是低端货，隔音很差，房型设计很差，门一打开这个房间一览无余。如果你有人在房间睡觉，要开门拿个外卖或者其他东西，要么把床上的人塞进厕所要么就给人一览无余。这个区域看起来脏兮兮，屌丝范儿，想搞高大上却用地摊货来装修。,胜享城景大床房
H16,2020-05-28,服务良好，环境优美，工号998,浪漫优享圆床房
H16,2020-05-28,环境好服务态度好工号998,胜享雅致大床房
H16,2020-05-28,环境号好，服务态度很好，工号998,浪漫优享圆床房
H16,2020-05-28,很棒，环境很好,浪漫优享圆床房
H16,2020-05-28,998服务非常好,胜享雅致大床房
H16,2020-05-29,1052小姐姐服务周到，提前准备好房卡。楼层服务员也很热情,浪漫优享圆床房
H16,2020-05-30,挺好的，适合出门旅行居住,浪漫优享圆床房
H16,2020-05-30,环境好，干净1017,胜享雅致大床房
H16,2020-05-30,971很好，服务好，好,浪漫优享圆床房
H16,2020-05-30,很好 点赞998,胜享雅致大床房
H16,2020-05-31,去惠州到附近的美食街吃了小龙虾，朋友看到这酒店请假还不错就订了，酒店位置很好，订圆床房房间面积也还可以，淋浴间设计可以,浪漫优享圆床房
H16,2020-05-31,非常干净整洁和服务态度好的地方,浪漫优享圆床房
H16,2020-05-31,非常好值得推荐,胜享雅致大床房
H16,2020-06-01,整体感觉不错，会继续选择,胜享城景双床房
H16,2020-06-02,代人预订的，总体感觉还可以吧。,胜享雅致大床房
H16,2020-06-02,1052哈哈,胜享雅致大床房
H16,2020-06-03,环境舒服服务态度很好,胜享雅致大床房
H16,2020-06-03,值得入住环境很好，前台服务好1017,浪漫优享圆床房
H16,2020-06-03,停车很方便，位置好1017.,浪漫优享圆床房
H16,2020-06-05,1017，房间很好，前台服务态度好,胜享雅致大床房
H16,2020-06-05,1052服务好，不错，可以推荐,浪漫优享圆床房
H16,2020-06-05,1017，值得入住，很好！,胜享雅致大床房
H16,2020-06-06,快捷酒店住宿,浪漫优享圆床房
H16,2020-06-06,1017房间设施齐全，不错不错,浪漫优享圆床房
H16,2020-06-06,真的很舒服,胜享雅致大床房
H16,2020-06-06,1012服务好，不好,胜享雅致大床房
H16,2020-06-06,1052很好，可以推荐,胜享雅致大床房
H16,2020-06-06,价格合适，不错,胜享雅致大床房
H16,2020-06-06,1017，挺好的，酒店员工服务态度好，值得入住,胜享城景双床房
H16,2020-06-06,1052服务很好,胜享雅致大床房
H16,2020-06-06,1012很好，不错,胜享雅致大床房
H16,2020-06-07,环境好，服务态度很好，998,浪漫优享圆床房
H16,2020-06-07,环境好服务态度很好998,浪漫优享圆床房
H16,2020-06-07,环境好服务态度很好工号998,胜享雅致大床房
H16,2020-06-07,非常经济舒适。,浪漫优享圆床房
H16,2020-06-08,1017很好不错不错不错不错,浪漫优享圆床房
H16,2020-06-08,971很好不错不错不错不错,胜享雅致大床房
H16,2020-06-08,环境好，附近小吃多，位置好971,胜享雅致大床房
H16,2020-06-08,服务好，房型不错1017,浪漫优享圆床房
H16,2020-06-08,房间很好很好1017,胜享雅致大床房
H16,2020-06-08,环境优美，服务态度好卫生干净整洁舒适工号998,胜享家庭双床房
H16,2020-06-08,环境优美，服务态度好卫生干净整洁1012,浪漫优享圆床房
H16,2020-06-09,周边环境挺好的，房间也不错，前台服务员有问必答1017,浪漫优享圆床房
H16,2020-06-09,住过好几次了，服务不错的，性价比高，挺好的，1017,胜享雅致大床房
H16,2020-06-10,很好的酒店,浪漫优享圆床房
H16,2020-06-10,很好的酒店,胜享雅致大床房
H16,2020-06-10,前台小姐姐们服务态度好，房间不错，位置优越，1017,胜享雅致大床房
